schema,KPI_Label,Formula,KPI_Name,Properties_Key,report_name,Schema_Original,Description
apn,APN Average Data Rate Bits Per Seconds Towards User,(%data-touseravg-bps%),kpi_APN_Average_Data_Rate_Bits_Per_Seconds_Towards_User,wrnApnAggUserDataBpsStats,StarOS APN Aggregate User Data Bps Statistics,APN,APN Average Data Rate Bits Per Seconds Towards User
apn,APN Sustained Data Rate Bits Per Seconds From User,(%data-fromusersust-bps%),kpi_APN_Sustained_Data_Rate_Bits_Per_Seconds_From_User,wrnApnAggUserDataBpsStats,StarOS APN Aggregate User Data Bps Statistics,APN,APN Sustained Data Rate Bits Per Seconds From User
apn,APN Sustained Data Rate Bits Per Seconds Towards User,(%data-tousersust-bps%),kpi_APN_Sustained_Data_Rate_Bits_Per_Seconds_Towards_User,wrnApnAggUserDataBpsStats,StarOS APN Aggregate User Data Bps Statistics,APN,APN Sustained Data Rate Bits Per Seconds Towards User
apn,APN Average Data Rate Packets Per Seconds From User,(%data-fromuseravg-pps%),kpi_APN_Average_Data_Rate_Packets_Per_Seconds_From_User,wrnApnAggUserDataPpsStats,StarOS APN Aggregate User Data Pps Statistics,APN,APN Average Data Rate Packets Per Seconds From User
apn,APN Average Data Rate Packets Per Seconds Towards User,(%data-touseravg-pps%),kpi_APN_Average_Data_Rate_Packets_Per_Seconds_Towards_User,wrnApnAggUserDataPpsStats,StarOS APN Aggregate User Data Pps Statistics,APN,APN Average Data Rate Packets Per Seconds Towards User
apn,APN Sustained Data Rate Packets Per Seconds From User,(%data-fromusersust-pps%),kpi_APN_Sustained_Data_Rate_Packets_Per_Seconds_From_User,wrnApnAggUserDataPpsStats,StarOS APN Aggregate User Data Pps Statistics,APN,APN Sustained Data Rate Packets Per Seconds From User
apn,APN Sustained Data Rate Packets Per Seconds Towards User,(%data-tousersust-pps%),kpi_APN_Sustained_Data_Rate_Packets_Per_Seconds_Towards_User,wrnApnAggUserDataPpsStats,StarOS APN Aggregate User Data Pps Statistics,APN,APN Sustained Data Rate Packets Per Seconds Towards User
apn,APN Dedicated Bearers Admin Clear,(%sessstat-bearrel-ded-admin-clear%),kpi_APN_Dedicated_Bearers_Admin_Clear,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear
apn,APN Dedicated Bearers Admin Clear QCI1,(%sessstat-bearrel-ded-admin-clear-qci1%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI1,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI1
apn,APN Dedicated Bearers Admin Clear QCI2,(%sessstat-bearrel-ded-admin-clear-qci2%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI2,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI2
apn,APN Dedicated Bearers Admin Clear QCI3,(%sessstat-bearrel-ded-admin-clear-qci3%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI3,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI3
apn,APN Dedicated Bearers Admin Clear QCI4,(%sessstat-bearrel-ded-admin-clear-qci4%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI4,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI4
apn,APN Dedicated Bearers Admin Clear QCI5,(%sessstat-bearrel-ded-admin-clear-qci5%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI5,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI5
apn,APN Dedicated Bearers Admin Clear QCI6,(%sessstat-bearrel-ded-admin-clear-qci6%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI6,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI6
apn,APN Dedicated Bearers Admin Clear QCI7,(%sessstat-bearrel-ded-admin-clear-qci7%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI7,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI7
apn,APN Dedicated Bearers Admin Clear QCI8,(%sessstat-bearrel-ded-admin-clear-qci8%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI8,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI8
apn,APN Dedicated Bearers Admin Clear QCI9,(%sessstat-bearrel-ded-admin-clear-qci9%),kpi_APN_Dedicated_Bearers_Admin_Clear_QCI9,wrnApnBearerStats,StarOS APN Dedicated Bearers Statistics,APN,APN Dedicated Bearers Admin Clear QCI9
apn,APN Internet/PDN On Gi Interface IP Packets Sent - Falling,(%uplnk-pkts%),kpi_APN_Internet_PDN_On_Gi_Interface_IP_Packets_Sent_Falling,wrnApnSentStatistics,StarOS APN GGSN Interface Traffic Statistics,APN,APN Internet/PDN On Gi Interface IP Packets Sent - Falling
apn,APN MS On GTP Interface IP Packets Sent - Falling,(%dnlnk-pkts%),kpi_APN_MS_On_GTP_Interface_IP_Packets_Sent_Falling,wrnApnSentStatistics,StarOS APN GGSN Interface Traffic Statistics,APN,APN MS On GTP Interface IP Packets Sent - Falling
apn,NAT Allocated Pilot Packets Sent per APN,(%nat-alloc-pilot-packet-sent-per-apn%),kpi_NAT_Allocated_Pilot_Packets_Sent_per_APN,wrnNatApnSentStatistics,StarOS APN NAT Pilot Packets Sent Per APN,APN,NAT Allocated Pilot Packets Sent per APN
apn,NAT De-Allocated Pilot Packets Sent per APN,(%nat-de-alloc-pilot-packet-sent-per-apn%),kpi_NAT_De_Allocated_Pilot_Packets_Sent_per_APN,wrnNatApnSentStatistics,StarOS APN NAT Pilot Packets Sent Per APN,APN,NAT De-Allocated Pilot Packets Sent per APN
apn,Non NAT Allocated Pilot Packets Sent per APN,(%non-nat-alloc-pilot-packet-sent-per-apn%),kpi_Non_NAT_Allocated_Pilot_Packets_Sent_per_APN,wrnNatApnSentStatistics,StarOS APN NAT Pilot Packets Sent Per APN,APN,Non NAT Allocated Pilot Packets Sent per APN
apn,Non NAT De-Allocated Pilot Packets Sent per APN,(%non-nat-de-alloc-pilot-packet-sent-per-apn%),kpi_Non_NAT_De_Allocated_Pilot_Packets_Sent_per_APN,wrnNatApnSentStatistics,StarOS APN NAT Pilot Packets Sent Per APN,APN,Non NAT De-Allocated Pilot Packets Sent per APN
apn,Total PDP Contexts Facilitated By APN - Falling,(%sess-tot%),kpi_Total_PDP_Contexts_Facilitated_By_APN_Falling,wrnApnPDPContextStats,StarOS APN PDP Contexts Statistics,APN,Total PDP Contexts Facilitated By APN - Falling
bcmcs,RP Registration Replies - Errors Experienced During Transmission,(%send-error%),kpi_RP_Registration_Replies_Errors_Experienced_During_Transmission,wrnBcmcsDeregErr,StarOS BCMCS A11-BC Deregistration Errors,BCMCS,RP Registration Replies - Errors Experienced During Transmission
bcmcs,RP Registration Requests - Internal Hash Lookup Errors,(%hash-error%),kpi_RP_Registration_Requests_Internal_Hash_Lookup_Errors,wrnBcmcsDeregErr,StarOS BCMCS A11-BC Deregistration Errors,BCMCS,RP Registration Requests - Internal Hash Lookup Errors
bcmcs,RP De-registration Requests Received and Accepted,(%accept-dereg%),kpi_RP_De_registration_Requests_Received_and_Accepted,wrnBcmcsDeregReq,StarOS BCMCS A11-BC Deregistration Service Requests,BCMCS,RP De-registration Requests Received and Accepted
bcmcs,RP De-registration Requests Renewals Received and Rejected,(%denied-dereg%),kpi_RP_De_registration_Requests_Renewals_Received_and_Rejected,wrnBcmcsDeregReq,StarOS BCMCS A11-BC Deregistration Service Requests,BCMCS,RP De-registration Requests Renewals Received and Rejected
bcmcs,RP De-registration Requests Received and Discarded,(%discard-dereg%),kpi_RP_De_registration_Requests_Received_and_Discarded,wrnBcmcsDeregReq,StarOS BCMCS A11-BC Deregistration Service Requests,BCMCS,RP De-registration Requests Received and Discarded
bcmcs,RP De-registration Requests Renewals Received,(%recv-dereg%),kpi_RP_De_registration_Requests_Renewals_Received,wrnBcmcsDeregReq,StarOS BCMCS A11-BC Deregistration Service Requests,BCMCS,RP De-registration Requests Renewals Received
bcmcs,RP ACTIVE STOP De-registration Request Renewals Received and Accepted,(%active-stop-dereg%),kpi_RP_ACTIVE_STOP_De_registration_Request_Renewals_Received_and_Accepted,wrnBcmcsDeregReq,StarOS BCMCS A11-BC Deregistration Service Requests,BCMCS,RP ACTIVE STOP De-registration Request Renewals Received and Accepted
bcmcs,RP Initial Registration Requests Received and Accepted,(%accept-initial%),kpi_RP_Initial_Registration_Requests_Received_and_Accepted,wrnBcmcsRegReqInitial,StarOS BCMCS A11-BC Initial Registration Requests,BCMCS,RP Initial Registration Requests Received and Accepted
bcmcs,RP Initial Registration Requests Received,(%recv-initial%),kpi_RP_Initial_Registration_Requests_Received,wrnBcmcsRegReqInitial,StarOS BCMCS A11-BC Initial Registration Requests,BCMCS,RP Initial Registration Requests Received
bcmcs,RP Initial Registration Requests Received and Rejected,(%denied-initial%),kpi_RP_Initial_Registration_Requests_Received_and_Rejected,wrnBcmcsRegReqInitial,StarOS BCMCS A11-BC Initial Registration Requests,BCMCS,RP Initial Registration Requests Received and Rejected
bcmcs,RP Initial Registration Requests Discarded,(%discard-initial%),kpi_RP_Initial_Registration_Requests_Discarded,wrnBcmcsRegReqInitial,StarOS BCMCS A11-BC Initial Registration Requests,BCMCS,RP Initial Registration Requests Discarded
bcmcs,BCMCS A11-BC Initial Service Requests Received and Accepted by PDSN,(%srsp-accept-initial%),kpi_BCMCS_A11_BC_Initial_Service_Requests_Received_and_Accepted_by_PDSN,wrnBcmcsServiceReqInitial,StarOS BCMCS A11-BC Initial Service Requests by PSDN,BCMCS,BCMCS A11-BC Initial Service Requests Received and Accepted by PDSN
bcmcs,BCMCS A11-BC Initial Service Requests Received by PDSN,(%srsp-recv-initial%),kpi_BCMCS_A11_BC_Initial_Service_Requests_Received_by_PDSN,wrnBcmcsServiceReqInitial,StarOS BCMCS A11-BC Initial Service Requests by PSDN,BCMCS,BCMCS A11-BC Initial Service Requests Received by PDSN
bcmcs,BCMCS A11-BC Initial Service Requests Received and Rejected by PDSN,(%srsp-denied-initial%),kpi_BCMCS_A11_BC_Initial_Service_Requests_Received_and_Rejected_by_PDSN,wrnBcmcsServiceReqInitial,StarOS BCMCS A11-BC Initial Service Requests by PSDN,BCMCS,BCMCS A11-BC Initial Service Requests Received and Rejected by PDSN
bcmcs,BCMCS A11-BC Initial Service Requests Discarded by PDSN,(%srsp-discard-initial%),kpi_BCMCS_A11_BC_Initial_Service_Requests_Discarded_by_PDSN,wrnBcmcsServiceReqInitial,StarOS BCMCS A11-BC Initial Service Requests by PSDN,BCMCS,BCMCS A11-BC Initial Service Requests Discarded by PDSN
bcmcs,BCMCS A11-BC Registration Acknowledges Received and Discarded - Session Already Ended,(%disc-absent%),kpi_BCMCS_A11_BC_Registration_Acknowledges_Received_and_Discarded_Session_Already_Ended,wrnBcmcsRegAckRecDisc,StarOS BCMCS A11-BC Registration Acknowledges Stats,BCMCS,BCMCS A11-BC Registration Acknowledges Received and Discarded - Session Already Ended
bcmcs,BCMCS A11-BC Registration Acknowledges Received and Discarded - Insufficient Memory,(%disc-nomem%),kpi_BCMCS_A11_BC_Registration_Acknowledges_Received_and_Discarded_Insufficient_Memory,wrnBcmcsRegAckRecDisc,StarOS BCMCS A11-BC Registration Acknowledges Stats,BCMCS,BCMCS A11-BC Registration Acknowledges Received and Discarded - Insufficient Memory
bcmcs,BCMCS A11-BC Registration Acknowledges Received and Discarded - Poorly Formed,(%disc-malform%),kpi_BCMCS_A11_BC_Registration_Acknowledges_Received_and_Discarded_Poorly_Formed,wrnBcmcsRegAckRecDisc,StarOS BCMCS A11-BC Registration Acknowledges Stats,BCMCS,BCMCS A11-BC Registration Acknowledges Received and Discarded - Poorly Formed
bcmcs,BCMCS A11-BC Registration Acknowledges Received and Discarded - Mobile Node Failing Authentication,(%disc-authfail%),kpi_BCMCS_A11_BC_Registration_Acknowledges_Received_and_Discarded_Mobile_Node_Failing_Authentication,wrnBcmcsRegAckRecDisc,StarOS BCMCS A11-BC Registration Acknowledges Stats,BCMCS,BCMCS A11-BC Registration Acknowledges Received and Discarded - Mobile Node Failing Authentication
bcmcs,BCMCS A11-BC Registration Acknowledges Received and Discarded - Internal Communication Messages Bouncing,(%disc-bounce%),kpi_BCMCS_A11_BC_Registration_Acknowledges_Received_and_Discarded_Internal_Communication_Messages_Bouncing,wrnBcmcsRegAckRecDisc,StarOS BCMCS A11-BC Registration Acknowledges Stats,BCMCS,BCMCS A11-BC Registration Acknowledges Received and Discarded - Internal Communication Messages Bouncing
bcmcs,BCMCS A11-BC Registration Acknowledges Received and Discarded - Queue Exceeded its Capacity,(%disc-inputq%),kpi_BCMCS_A11_BC_Registration_Acknowledges_Received_and_Discarded_Queue_Exceeded_its_Capacity,wrnBcmcsRegAckRecDisc,StarOS BCMCS A11-BC Registration Acknowledges Stats,BCMCS,BCMCS A11-BC Registration Acknowledges Received and Discarded - Queue Exceeded its Capacity
bcmcs,RP Denied Registration Updates Sent - Reason Unspecified,(%upddeny-unspec%),kpi_RP_Denied_Registration_Updates_Sent_Reason_Unspecified,wrnBcmcsRegDen,StarOS BCMCS A11-BC Registration Denied Stats,BCMCS,RP Denied Registration Updates Sent - Reason Unspecified
bcmcs,RP Denied Registration Updates Sent - Administratively Prohibited,(%upddeny-adminprohib%),kpi_RP_Denied_Registration_Updates_Sent_Administratively_Prohibited,wrnBcmcsRegDen,StarOS BCMCS A11-BC Registration Denied Stats,BCMCS,RP Denied Registration Updates Sent - Administratively Prohibited
bcmcs,RP Denied Registration Updates Sent - Mobile Node Failed Authentication,(%upddeny-auth%),kpi_RP_Denied_Registration_Updates_Sent_Mobile_Node_Failed_Authentication,wrnBcmcsRegDen,StarOS BCMCS A11-BC Registration Denied Stats,BCMCS,RP Denied Registration Updates Sent - Mobile Node Failed Authentication
bcmcs,RP Denied Registration Updates Sent - Identification Mismatch,(%upddeny-idmismatch%),kpi_RP_Denied_Registration_Updates_Sent_Identification_Mismatch,wrnBcmcsRegDen,StarOS BCMCS A11-BC Registration Denied Stats,BCMCS,RP Denied Registration Updates Sent - Identification Mismatch
bcmcs,RP Denied Registration Updates Sent - Poorly Formed Request,(%upddeny-badrequest%),kpi_RP_Denied_Registration_Updates_Sent_Poorly_Formed_Request,wrnBcmcsRegDen,StarOS BCMCS A11-BC Registration Denied Stats,BCMCS,RP Denied Registration Updates Sent - Poorly Formed Request
bcmcs,RP Registration Requests Denied - Poorly Formed Request,(%deny-badrequest%),kpi_RP_Registration_Requests_Denied_Poorly_Formed_Request,wrnBcmcsRegReqBadReq,StarOS BCMCS A11-BC Registration Req Denied - Bad Req,BCMCS,RP Registration Requests Denied - Poorly Formed Request
bcmcs,RP RRQ Denied Poorly Formed Request - Session Already Dormant per Service,(%deny-badrequest-alrdorm%),kpi_RP_RRQ_Denied_Poorly_Formed_Request_Session_Already_Dormant_per_Service,wrnBcmcsRegReqBadReq,StarOS BCMCS A11-BC Registration Req Denied - Bad Req,BCMCS,RP RRQ Denied Poorly Formed Request - Session Already Dormant per Service
bcmcs,RP RRQ Denied Poorly Formed Request - Already Active per Service,(%deny-badrequest-alractive%),kpi_RP_RRQ_Denied_Poorly_Formed_Request_Already_Active_per_Service,wrnBcmcsRegReqBadReq,StarOS BCMCS A11-BC Registration Req Denied - Bad Req,BCMCS,RP RRQ Denied Poorly Formed Request - Already Active per Service
bcmcs,BCMCS A11-BC Registration Requests Denied Poorly Formed Request - Other,(%deny-badrequest-other%),kpi_BCMCS_A11_BC_Registration_Requests_Denied_Poorly_Formed_Request_Other,wrnBcmcsRegReqBadReq,StarOS BCMCS A11-BC Registration Req Denied - Bad Req,BCMCS,BCMCS A11-BC Registration Requests Denied Poorly Formed Request - Other
bcmcs,RP Denied Registration Replies due to Congestion - Discarded,(%deny-cong-drop%),kpi_RP_Denied_Registration_Replies_due_to_Congestion_Discarded,wrnBcmcsRegReqCong,StarOS BCMCS A11-BC Registration Req Denied Congestion,BCMCS,RP Denied Registration Replies due to Congestion - Discarded
bcmcs,RP Denied Registration Replies due to Congestion - Administratively Prohibited,(%deny-cong-adminprohib%),kpi_RP_Denied_Registration_Replies_due_to_Congestion_Administratively_Prohibited,wrnBcmcsRegReqCong,StarOS BCMCS A11-BC Registration Req Denied Congestion,BCMCS,RP Denied Registration Replies due to Congestion - Administratively Prohibited
bcmcs,BCMCS A11-BC Registration Requests Denied Congestion - Unknown BSN Address,(%deny-cong-unknownbsn%),kpi_BCMCS_A11_BC_Registration_Requests_Denied_Congestion_Unknown_BSN_Address,wrnBcmcsRegReqCong,StarOS BCMCS A11-BC Registration Req Denied Congestion,BCMCS,BCMCS A11-BC Registration Requests Denied Congestion - Unknown BSN Address
bcmcs,RP Registration Requests Denied - Insufficient Resources,(%deny-noresource%),kpi_RP_Registration_Requests_Denied_Insufficient_Resources,wrnBcmcsRegReqDeniedNoRes,StarOS BCMCS A11-BC Registration Req Denied Resource,BCMCS,RP Registration Requests Denied - Insufficient Resources
bcmcs,RP RRQ Denied Insufficient Resource - No Session Manager per Service,(%deny-noresource-nosessmgr%),kpi_RP_RRQ_Denied_Insufficient_Resource_No_Session_Manager_per_Service,wrnBcmcsRegReqDeniedNoRes,StarOS BCMCS A11-BC Registration Req Denied Resource,BCMCS,RP RRQ Denied Insufficient Resource - No Session Manager per Service
bcmcs,RP RRQ Denied Insufficient Resource - No Memory per Service,(%deny-noresource-nomem%),kpi_RP_RRQ_Denied_Insufficient_Resource_No_Memory_per_Service,wrnBcmcsRegReqDeniedNoRes,StarOS BCMCS A11-BC Registration Req Denied Resource,BCMCS,RP RRQ Denied Insufficient Resource - No Memory per Service
bcmcs,RP RRQ Denied Insufficient Resource - Session Managers Retried per Service,(%deny-noresource-sessmgrretried%),kpi_RP_RRQ_Denied_Insufficient_Resource_Session_Managers_Retried_per_Service,wrnBcmcsRegReqDeniedNoRes,StarOS BCMCS A11-BC Registration Req Denied Resource,BCMCS,RP RRQ Denied Insufficient Resource - Session Managers Retried per Service
bcmcs,RP RRQ Denied Insufficient Resource - Input Queue Exceeded per Service,(%deny-noresource-inputq%),kpi_RP_RRQ_Denied_Insufficient_Resource_Input_Queue_Exceeded_per_Service,wrnBcmcsRegReqDeniedNoRes,StarOS BCMCS A11-BC Registration Req Denied Resource,BCMCS,RP RRQ Denied Insufficient Resource - Input Queue Exceeded per Service
bcmcs,RP Registration Requests Renewals and De-registrations Received,(%recv-total%),kpi_RP_Registration_Requests_Renewals_and_De_registrations_Received,wrnBcmcsRegReq,StarOS BCMCS A11-BC Registration Requests,BCMCS,RP Registration Requests Renewals and De-registrations Received
bcmcs,RP Registration Requests - Accepted,(%accept-total%),kpi_RP_Registration_Requests_Accepted,wrnBcmcsRegReq,StarOS BCMCS A11-BC Registration Requests,BCMCS,RP Registration Requests - Accepted
bcmcs,RP Registration Requests - Rejected,(%denied-total%),kpi_RP_Registration_Requests_Rejected,wrnBcmcsRegReq,StarOS BCMCS A11-BC Registration Requests,BCMCS,RP Registration Requests - Rejected
bcmcs,RP Registration Requests - Discarded,(%discard-total%),kpi_RP_Registration_Requests_Discarded,wrnBcmcsRegReq,StarOS BCMCS A11-BC Registration Requests,BCMCS,RP Registration Requests - Discarded
bcmcs,RP Registration Requests - Sequence Numbers not Acceptable,(%seqerror%),kpi_RP_Registration_Requests_Sequence_Numbers_not_Acceptable,wrnBcmcsRegReqDenied,StarOS BCMCS A11-BC Registration Requests Denied,BCMCS,RP Registration Requests - Sequence Numbers not Acceptable
bcmcs,RP Registration Requests Denied - Reason Unspecified,(%deny-unspec%),kpi_RP_Registration_Requests_Denied_Reason_Unspecified,wrnBcmcsRegReqDenied,StarOS BCMCS A11-BC Registration Requests Denied,BCMCS,RP Registration Requests Denied - Reason Unspecified
bcmcs,RP Registration Requests Denied - Administratively Prohibited,(%deny-adminprohib%),kpi_RP_Registration_Requests_Denied_Administratively_Prohibited,wrnBcmcsRegReqDenied,StarOS BCMCS A11-BC Registration Requests Denied,BCMCS,RP Registration Requests Denied - Administratively Prohibited
bcmcs,RP Registration Requests Denied - Mobile Node Failed Authentication,(%deny-auth%),kpi_RP_Registration_Requests_Denied_Mobile_Node_Failed_Authentication,wrnBcmcsRegReqDenied,StarOS BCMCS A11-BC Registration Requests Denied,BCMCS,RP Registration Requests Denied - Mobile Node Failed Authentication
bcmcs,RP Registration Requests Denied - Identification Mismatch,(%deny-idmismatch%),kpi_RP_Registration_Requests_Denied_Identification_Mismatch,wrnBcmcsRegReqDenied,StarOS BCMCS A11-BC Registration Requests Denied,BCMCS,RP Registration Requests Denied - Identification Mismatch
bcmcs,BCMCS A11-BC Registration Requests Denied - Unknown BSN Address,(%deny-unknownbsn%),kpi_BCMCS_A11_BC_Registration_Requests_Denied_Unknown_BSN_Address,wrnBcmcsRegReqDenied,StarOS BCMCS A11-BC Registration Requests Denied,BCMCS,BCMCS A11-BC Registration Requests Denied - Unknown BSN Address
bcmcs,RP Registration Requests - Decode Errors,(%decode-error%),kpi_RP_Registration_Requests_Decode_Errors,wrnBcmcsRegReqErr,StarOS BCMCS A11-BC Registration Requests Errors,BCMCS,RP Registration Requests - Decode Errors
bcmcs,RP Registration Requests - Unhandled Errors,(%unhandled%),kpi_RP_Registration_Requests_Unhandled_Errors,wrnBcmcsRegReqErr,StarOS BCMCS A11-BC Registration Requests Errors,BCMCS,RP Registration Requests - Unhandled Errors
bcmcs,RP Registration Replies Sent,(%reply-total%),kpi_RP_Registration_Replies_Sent,wrnBcmcsRegRes,StarOS BCMCS A11-BC Registration Responses,BCMCS,RP Registration Replies Sent
bcmcs,RP Registration Acknowledgements Received,(%upd-ack-received%),kpi_RP_Registration_Acknowledgements_Received,wrnBcmcsRegUpdateAcks,StarOS BCMCS A11-BC Registration Update Acks,BCMCS,RP Registration Acknowledgements Received
bcmcs,RP Registration Acknowledgements Discarded,(%upd-discard%),kpi_RP_Registration_Acknowledgements_Discarded,wrnBcmcsRegUpdateAcks,StarOS BCMCS A11-BC Registration Update Acks,BCMCS,RP Registration Acknowledgements Discarded
bcmcs,BCMCS A11-BC Registration Updates Accepted by PCF,(%upd-accept%),kpi_BCMCS_A11_BC_Registration_Updates_Accepted_by_PCF,wrnBcmcsRegUpdatesPcf,StarOS BCMCS A11-BC Registration Updates - PCF Stats,BCMCS,BCMCS A11-BC Registration Updates Accepted by PCF
bcmcs,RP Registration Updates - Denied,(%upd-denied%),kpi_RP_Registration_Updates_Denied,wrnBcmcsRegUpdatesPcf,StarOS BCMCS A11-BC Registration Updates - PCF Stats,BCMCS,RP Registration Updates - Denied
bcmcs,RP Registration Updates - Not Acknowledged,(%upd-unack%),kpi_RP_Registration_Updates_Not_Acknowledged,wrnBcmcsRegUpdatesPcf,StarOS BCMCS A11-BC Registration Updates - PCF Stats,BCMCS,RP Registration Updates - Not Acknowledged
bcmcs,RP Registration Updates - Initially Transmitted,(%upd-trans%),kpi_RP_Registration_Updates_Initially_Transmitted,wrnBcmcsRegUpdatesPcf,StarOS BCMCS A11-BC Registration Updates - PCF Stats,BCMCS,RP Registration Updates - Initially Transmitted
bcmcs,RP Registration Updates - Transmitted,(%upd-total%),kpi_RP_Registration_Updates_Transmitted,wrnBcmcsRegUpdates,StarOS BCMCS A11-BC Registration Updates Stats,BCMCS,RP Registration Updates - Transmitted
bcmcs,BCMCS A11-BC Registration Updates Errors Exprienced,(%upd-senderror%),kpi_BCMCS_A11_BC_Registration_Updates_Errors_Exprienced,wrnBcmcsRegUpdates,StarOS BCMCS A11-BC Registration Updates Stats,BCMCS,BCMCS A11-BC Registration Updates Errors Exprienced
bcmcs,RP Registration Updates Send Reason - Lifetime Expiry per Service,(%upd-lifetime%),kpi_RP_Registration_Updates_Send_Reason_Lifetime_Expiry_per_Service,wrnBcmcsRegUpdates,StarOS BCMCS A11-BC Registration Updates Stats,BCMCS,RP Registration Updates Send Reason - Lifetime Expiry per Service
